고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
5113,ID-2014-13086,2015-02-10,2015-02-16,표준 배송,SV-20815,정진민,기업 고객,연제구,부산광역시,대한민국,영남,FUR-TA-10000207,가구,탁자,"Chromcraft Round Table, Fully Assembled",3011030.82,9,0.3,-645454.98
5114,ID-2013-54743,2014-09-07,2014-09-11,표준 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,OFF-ST-10000344,사무용품,수납용품,"Fellowes Box, Industrial",61689.6,3,0,16615.8
5115,ID-2013-54743,2014-09-07,2014-09-11,표준 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,OFF-BI-10000721,사무용품,바인더,"Ibico Binder Covers, Recycled",42870.6,3,0,1652.4
5116,ID-2013-54743,2014-09-07,2014-09-11,표준 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,OFF-ST-10003931,사무용품,수납용품,"Smead Lockers, Blue",1416718.8,7,0,212486.4
5117,IN-2013-58978,2014-09-27,2014-09-29,특급 배송,BE-11455,구보검,홈 오피스,달서구,대구광역시,대한민국,영남,TEC-MA-10000605,사무기기,전산기기,"Epson Card Printer, Wireless",780070.5,5,0.1,121252.5
5118,IN-2013-47267,2014-05-04,2014-05-09,빠른 배송,PB-19150,최범재,소비자,곡성군,전라남도,대한민국,호남,OFF-AP-10000382,사무용품,가전,"Breville Coffee Grinder, White",61200,1,0,20196
5119,IN-2014-51152,2015-05-02,2015-05-06,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,영남,OFF-BI-10001867,사무용품,바인더,"Acco Binder Covers, Recycled",27907.2,2,0,8874
5120,IN-2014-51152,2015-05-02,2015-05-06,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,영남,OFF-SU-10003789,사무용품,일반 사무용품,"Fiskars Box Cutter, Steel",106855.2,3,0,42687
5121,IN-2013-51614,2014-06-17,2014-06-22,표준 배송,MH-18115,허연경,홈 오피스,여주시,경기도,대한민국,수도권,TEC-MA-10002941,사무기기,전산기기,"Okidata Card Printer, Red",264659.4,2,0.25,35281.8
5122,IN-2014-26029,2015-12-21,2015-12-21,당일 배송,KH-16510,임미르,소비자,서구,인천광역시,대한민국,수도권,OFF-SU-10004401,사무용품,일반 사무용품,"Acme Shears, High Speed",356428.8,7,0,124664.4
5123,IN-2014-26029,2015-12-21,2015-12-21,당일 배송,KH-16510,임미르,소비자,서구,인천광역시,대한민국,수도권,FUR-FU-10004464,가구,가구류,"Deflect-O Clock, Durable",144860.4,3,0,2845.8
5124,IN-2014-44936,2015-10-26,2015-10-31,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,충청,OFF-BI-10002558,사무용품,바인더,"Cardinal Binder Covers, Economy",11016,1,0.1,0
5125,IN-2014-44936,2015-10-26,2015-10-31,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,충청,OFF-ST-10002292,사무용품,수납용품,"Fellowes Lockers, Single Width",1713208.32,9,0.1,-152351.28
5126,IN-2012-36711,2013-12-14,2013-12-18,표준 배송,ML-17410,우태희,소비자,수성구,대구광역시,대한민국,영남,OFF-AP-10004168,사무용품,가전,"Cuisinart Stove, White",1641475.8,3,0,246207.6
5127,ID-2013-30635,2014-04-15,2014-04-20,표준 배송,IM-15055,성미리,소비자,옥천군,충청북도,대한민국,충청,OFF-FA-10003980,사무용품,파스너,"OIC Paper Clips, Metal",37102.5,5,0.5,-31288.5
5128,ID-2013-30635,2014-04-15,2014-04-20,표준 배송,IM-15055,성미리,소비자,옥천군,충청북도,대한민국,충청,OFF-ST-10003931,사무용품,수납용품,"Smead Lockers, Blue",101194.2,1,0.5,-70839
5129,IN-2015-70262,2016-09-11,2016-09-16,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,OFF-SU-10003522,사무용품,일반 사무용품,"Elite Box Cutter, Serrated",173997.72,6,0.1,65673.72
5130,IN-2015-70262,2016-09-11,2016-09-16,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,OFF-AR-10001850,사무용품,필기구,"BIC Highlighters, Fluorescent",74137.68,4,0.1,2411.28
5131,IN-2013-48366,2014-10-29,2014-10-31,빠른 배송,DP-13165,유용석,소비자,하남시,경기도,대한민국,수도권,FUR-BO-10004529,가구,책장,"Sauder 3-Shelf Cabinet, Pine",171390.6,1,0,20563.2
5132,IN-2012-72334,2013-01-31,2013-02-06,표준 배송,SF-20200,문제원,소비자,화성시,경기도,대한민국,수도권,OFF-BI-10004181,사무용품,바인더,"Avery 3-Hole Punch, Clear",167259.6,6,0,18360
5133,IN-2015-72236,2016-08-28,2016-08-30,특급 배송,PS-19045,정동인,홈 오피스,성북구,서울특별시,대한민국,수도권,OFF-AR-10001518,사무용품,필기구,"Binney & Smith Pencil Sharpener, Water Color",49461.84,2,0.1,17576.64
5134,IN-2015-72236,2016-08-28,2016-08-30,특급 배송,PS-19045,정동인,홈 오피스,성북구,서울특별시,대한민국,수도권,OFF-FA-10004545,사무용품,파스너,"Stockwell Push Pins, Metal",12943.8,1,0.1,4437
5135,IN-2015-72236,2016-08-28,2016-08-30,특급 배송,PS-19045,정동인,홈 오피스,성북구,서울특별시,대한민국,수도권,OFF-SU-10003897,사무용품,일반 사무용품,"Stiletto Ruler, High Speed",40979.52,3,0.1,6370.92
5136,IN-2015-38517,2016-07-29,2016-08-03,표준 배송,JC-16105,윤정훈,기업 고객,도봉구,서울특별시,대한민국,수도권,OFF-ST-10001707,사무용품,수납용품,"Smead Shelving, Single Width",349574.4,7,0,13923
5137,IN-2014-73188,2015-11-19,2015-11-24,표준 배송,JK-16120,문상민,홈 오피스,남구,부산광역시,대한민국,영남,FUR-CH-10003580,가구,의자,"Harbour Creations Bag Chairs, Black",271682.1,5,0.1,117611.1
5138,IN-2014-56227,2015-12-13,2015-12-17,빠른 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,호남,FUR-BO-10004679,가구,책장,"Safco Library with Doors, Pine",2393776.8,6,0,263282.4
5139,IN-2014-56227,2015-12-13,2015-12-17,빠른 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,호남,FUR-FU-10001452,가구,가구류,"Rubbermaid Door Stop, Black",44676,1,0,7129.8
5140,IN-2013-28171,2014-12-20,2014-12-23,특급 배송,KH-16510,임미르,소비자,서구,인천광역시,대한민국,수도권,OFF-BI-10001326,사무용품,바인더,"Cardinal Binder, Recycled",86842.8,6,0,21664.8
5141,IN-2013-48842,2014-07-05,2014-07-11,표준 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,OFF-AR-10000465,사무용품,필기구,"Sanford Markers, Blue",47430,2,0,8506.8
5142,IN-2013-48842,2014-07-05,2014-07-11,표준 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,OFF-AR-10001708,사무용품,필기구,"Boston Sketch Pad, Blue",99144,2,0,20808
5143,ID-2015-14892,2016-03-20,2016-03-23,빠른 배송,DW-13480,심용수,홈 오피스,화성시,경기도,대한민국,수도권,OFF-EN-10000539,사무용품,봉투,"Ames Clasp Envelope, with clear poly window",18075.42,3,0.45,-14146.38
5144,IN-2015-51950,2016-05-16,2016-05-18,빠른 배송,JH-15820,한기쁨,소비자,고양시,경기도,대한민국,수도권,TEC-PH-10002683,사무기기,전화기,"Apple Smart Phone, Cordless",2920617,5,0.1,876078
5145,IN-2015-51950,2016-05-16,2016-05-18,빠른 배송,JH-15820,한기쁨,소비자,고양시,경기도,대한민국,수도권,OFF-PA-10001850,사무용품,종이,"Eaton Note Cards, Premium",48800.88,2,0.1,10795.68
5146,IN-2015-51950,2016-05-16,2016-05-18,빠른 배송,JH-15820,한기쁨,소비자,고양시,경기도,대한민국,수도권,OFF-AR-10001773,사무용품,필기구,"Sanford Markers, Water Color",24262.74,1,0.1,3209.94
5147,IN-2015-51950,2016-05-16,2016-05-18,빠른 배송,JH-15820,한기쁨,소비자,고양시,경기도,대한민국,수도권,TEC-AC-10000596,사무기기,악세사리,"Enermax Memory Card, Erganomic",205999.2,2,0.1,73195.2
5148,ID-2015-68260,2016-07-08,2016-07-08,당일 배송,AG-10495,주신호,기업 고객,강북구,서울특별시,대한민국,수도권,OFF-AP-10001197,사무용품,가전,"KitchenAid Stove, Red",290776.5,1,0.5,-162837.9
5149,IN-2012-51964,2013-12-29,2013-12-30,특급 배송,AB-10105,이동권,소비자,사상구,부산광역시,대한민국,영남,TEC-AC-10000642,사무기기,악세사리,"Logitech Flash Drive, Bluetooth",62240.4,2,0,24235.2
5150,IN-2012-51964,2013-12-29,2013-12-30,특급 배송,AB-10105,이동권,소비자,사상구,부산광역시,대한민국,영남,FUR-FU-10000606,가구,가구류,"Deflect-O Photo Frame, Durable",199634.4,4,0,75765.6
5151,IN-2012-51964,2013-12-29,2013-12-30,특급 배송,AB-10105,이동권,소비자,사상구,부산광역시,대한민국,영남,TEC-CO-10002526,사무기기,복사기,"Sharp Wireless Fax, Digital",1088013.6,3,0,402543
5152,IN-2012-51964,2013-12-29,2013-12-30,특급 배송,AB-10105,이동권,소비자,사상구,부산광역시,대한민국,영남,FUR-FU-10000548,가구,가구류,"Tenex Stacking Tray, Durable",25734.6,1,0,9516.6
5153,IN-2015-20961,2016-04-09,2016-04-10,특급 배송,PN-18775,정자철,홈 오피스,동구,울산광역시,대한민국,영남,OFF-LA-10004430,사무용품,라벨,"Avery Shipping Labels, Laser Printer Compatible",43513.2,4,0.1,17809.2
5154,IN-2015-20961,2016-04-09,2016-04-10,특급 배송,PN-18775,정자철,홈 오피스,동구,울산광역시,대한민국,영남,OFF-PA-10000026,사무용품,종이,"Eaton Cards & Envelopes, 8.5 x 11",45275.76,1,0.1,3996.36
5155,IN-2015-20961,2016-04-09,2016-04-10,특급 배송,PN-18775,정자철,홈 오피스,동구,울산광역시,대한민국,영남,OFF-LA-10002107,사무용품,라벨,"Harbour Creations Removable Labels, Laser Printer Compatible",56016.36,6,0.1,13604.76
5156,IN-2013-41415,2014-06-09,2014-06-11,특급 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,수도권,OFF-EN-10002556,사무용품,봉투,"Ames Business Envelopes, Recycled",104284.8,6,0,44798.4
5157,ID-2012-69142,2013-07-02,2013-07-04,빠른 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,수도권,FUR-TA-10003747,가구,탁자,"Lesro Round Table, Rectangular",1926000.72,6,0.3,-165203.28
5158,ID-2012-69142,2013-07-02,2013-07-04,빠른 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,수도권,FUR-TA-10003185,가구,탁자,"Chromcraft Computer Table, Fully Assembled",635317.2,2,0.3,-63586.8
5159,IN-2015-36186,2016-09-11,2016-09-11,당일 배송,JL-15835,최민종,소비자,경주시,경상북도,대한민국,영남,FUR-FU-10004283,가구,가구류,"Tenex Door Stop, Duo Pack",224145,5,0,35802
5160,IN-2015-36186,2016-09-11,2016-09-11,당일 배송,JL-15835,최민종,소비자,경주시,경상북도,대한민국,영남,FUR-CH-10000026,가구,의자,"SAFCO Rocking Chair, Black",405388.8,3,0,16156.8
5161,IN-2013-37474,2014-06-23,2014-06-27,표준 배송,MS-17830,허진태,소비자,부산진구,부산광역시,대한민국,영남,TEC-AC-10003217,사무기기,악세사리,"Enermax Keyboard, USB",170686.8,2,0,42656.4
5162,IN-2013-37474,2014-06-23,2014-06-27,표준 배송,MS-17830,허진태,소비자,부산진구,부산광역시,대한민국,영남,TEC-MA-10003330,사무기기,전산기기,"Panasonic Receipt Printer, Wireless",123318,1,0,7374.6
5163,IN-2013-37474,2014-06-23,2014-06-27,표준 배송,MS-17830,허진태,소비자,부산진구,부산광역시,대한민국,영남,OFF-FA-10000027,사무용품,파스너,"Stockwell Rubber Bands, Bulk Pack",49388.4,3,0,23684.4
5164,IN-2013-37474,2014-06-23,2014-06-27,표준 배송,MS-17830,허진태,소비자,부산진구,부산광역시,대한민국,영남,TEC-AC-10000483,사무기기,악세사리,"SanDisk Memory Card, Bluetooth",229316.4,2,0,6854.4
5165,IN-2013-37474,2014-06-23,2014-06-27,표준 배송,MS-17830,허진태,소비자,부산진구,부산광역시,대한민국,영남,OFF-PA-10003899,사무용품,종이,"SanDisk Memo Slips, Premium",51958.8,3,0,17625.6
5166,IN-2012-63598,2013-09-16,2013-09-19,빠른 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,수도권,OFF-FA-10002569,사무용품,파스너,"Stockwell Staples, Metal",30073.68,3,0.1,13366.08
5167,IN-2012-63598,2013-09-16,2013-09-19,빠른 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,수도권,TEC-AC-10002702,사무기기,악세사리,"Enermax Keyboard, Bluetooth",76616.28,1,0.1,-5973.12
5168,IN-2012-63598,2013-09-16,2013-09-19,빠른 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,수도권,OFF-SU-10003789,사무용품,일반 사무용품,"Fiskars Box Cutter, Steel",96169.68,3,0.1,32001.48
5169,IN-2012-63598,2013-09-16,2013-09-19,빠른 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,수도권,OFF-ST-10003306,사무용품,수납용품,"Eldon File Cart, Single Width",824905.62,7,0.1,-192.78
5170,IN-2012-63598,2013-09-16,2013-09-19,빠른 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,수도권,OFF-EN-10001789,사무용품,봉투,"Kraft Peel and Seal, Set of 50",37619.64,2,0.1,-875.16
5171,IN-2014-40218,2015-01-30,2015-02-03,표준 배송,TC-21535,구대호,홈 오피스,양천구,서울특별시,대한민국,수도권,FUR-CH-10004810,가구,의자,"Hon Swivel Stool, Set of Two",507654,3,0,106579.8
5172,IN-2014-40218,2015-01-30,2015-02-03,표준 배송,TC-21535,구대호,홈 오피스,양천구,서울특별시,대한민국,수도권,OFF-PA-10000116,사무용품,종이,"Xerox Parchment Paper, Premium",27050.4,2,0,5630.4
5173,IN-2014-40218,2015-01-30,2015-02-03,표준 배송,TC-21535,구대호,홈 오피스,양천구,서울특별시,대한민국,수도권,OFF-EN-10002613,사무용품,봉투,"Ames Clasp Envelope, Security-Tint",39168,4,0,4651.2
5174,IN-2013-46903,2014-06-23,2014-06-28,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,영남,OFF-BI-10003806,사무용품,바인더,"Avery Index Tab, Clear",45196.2,7,0,21634.2
5175,IN-2013-46903,2014-06-23,2014-06-28,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,영남,FUR-CH-10003009,가구,의자,"Novimex Swivel Stool, Adjustable",510867,3,0,127693.8
5176,IN-2013-46903,2014-06-23,2014-06-28,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,영남,TEC-PH-10002104,사무기기,전화기,"Cisco Speaker Phone, Cordless",576626.4,4,0,167198.4
5177,IN-2013-46903,2014-06-23,2014-06-28,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,영남,OFF-SU-10004705,사무용품,일반 사무용품,"Fiskars Ruler, Serrated",34057.8,3,0,4406.4
5178,IN-2012-43585,2013-01-20,2013-01-24,빠른 배송,TR-21325,권은아,소비자,서구,부산광역시,대한민국,영남,FUR-FU-10001096,가구,가구류,"Advantus Clock, Black",141528.06,3,0.1,28246.86
5179,IN-2013-52496,2014-09-11,2014-09-18,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,수도권,OFF-ST-10003203,사무용품,수납용품,"Eldon Lockers, Wire Frame",803678.4,4,0,345535.2
5180,IN-2015-15809,2016-11-13,2016-11-15,빠른 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,TEC-CO-10000865,사무기기,복사기,"Brother Fax Machine, High-Speed",646149.6,2,0,71053.2
5181,IN-2015-24559,2016-12-04,2016-12-06,빠른 배송,AG-10300,최주현,기업 고객,영주시,경상북도,대한민국,영남,OFF-BI-10002424,사무용품,바인더,"Avery Binder, Economy",39474,3,0,16156.8
5182,IN-2012-57676,2013-07-06,2013-07-10,표준 배송,AB-10600,고수철,기업 고객,정읍시,전라북도,대한민국,호남,FUR-FU-10001933,가구,가구류,"Tenex Stacking Tray, Black",37661.868,2,0.27,1492.668
5183,IN-2012-46504,2013-02-19,2013-02-21,빠른 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,영남,OFF-SU-10002742,사무용품,일반 사무용품,"Stiletto Trimmer, Serrated",120717,3,0,37362.6
5184,IN-2013-40253,2014-10-06,2014-10-11,표준 배송,CC-12475,노재성,소비자,수성구,대구광역시,대한민국,영남,OFF-FA-10004739,사무용품,파스너,"Accos Rubber Bands, Bulk Pack",30624.48,3,0.4,973.08
5185,IN-2013-40253,2014-10-06,2014-10-11,표준 배송,CC-12475,노재성,소비자,수성구,대구광역시,대한민국,영남,FUR-CH-10003336,가구,의자,"SAFCO Chairmat, Adjustable",76267.44,2,0.4,-30526.56
5186,IN-2015-17951,2016-02-16,2016-02-20,표준 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,충청,OFF-AR-10004900,사무용품,필기구,"Boston Canvas, Easy-Erase",329929.2,6,0,62607.6
5187,IN-2015-17951,2016-02-16,2016-02-20,표준 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,충청,OFF-SU-10003473,사무용품,일반 사무용품,"Elite Trimmer, Steel",41891.4,1,0,16738.2
5188,IN-2013-58789,2014-10-17,2014-10-21,표준 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,수도권,OFF-BI-10003713,사무용품,바인더,"Wilson Jones Index Tab, Economy",27302.85,5,0.17,6494.85
5189,IN-2015-36627,2016-08-22,2016-08-26,표준 배송,JK-16090,장재선,소비자,동구,인천광역시,대한민국,수도권,FUR-CH-10001797,가구,의자,"Harbour Creations Bag Chairs, Adjustable",130784.4,2,0,49694.4
5190,IN-2015-36627,2016-08-22,2016-08-26,표준 배송,JK-16090,장재선,소비자,동구,인천광역시,대한민국,수도권,OFF-SU-10000914,사무용품,일반 사무용품,"Kleencut Scissors, Serrated",58109.4,3,0,11566.8
5191,IN-2015-36627,2016-08-22,2016-08-26,표준 배송,JK-16090,장재선,소비자,동구,인천광역시,대한민국,수도권,FUR-CH-10004163,가구,의자,"Novimex Steel Folding Chair, Adjustable",172828.8,2,0,34516.8
5192,IN-2014-49857,2015-10-08,2015-10-13,빠른 배송,SF-20200,문제원,소비자,화성시,경기도,대한민국,수도권,OFF-PA-10003731,사무용품,종이,"Enermax Note Cards, Premium",366098.4,12,0,146145.6
5193,IN-2014-49857,2015-10-08,2015-10-13,빠른 배송,SF-20200,문제원,소비자,화성시,경기도,대한민국,수도권,TEC-AC-10003276,사무기기,악세사리,"Enermax Router, USB",791132.4,3,0,229408.2
5194,IN-2014-49857,2015-10-08,2015-10-13,빠른 배송,SF-20200,문제원,소비자,화성시,경기도,대한민국,수도권,FUR-CH-10000351,가구,의자,"Novimex Chairmat, Set of Two",179285.4,3,0,66279.6
5195,IN-2014-49857,2015-10-08,2015-10-13,빠른 배송,SF-20200,문제원,소비자,화성시,경기도,대한민국,수도권,FUR-CH-10000258,가구,의자,"Office Star Steel Folding Chair, Red",374176.8,4,0,22399.2
5196,IN-2014-49857,2015-10-08,2015-10-13,빠른 배송,SF-20200,문제원,소비자,화성시,경기도,대한민국,수도권,OFF-FA-10003604,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",23133.6,2,0,3182.4
